title,year,director,runtime,cast
Bride of Chucky,1998,Ronny Yu,89,"['Jennifer Tilly', 'Brad Dourif', 'Katherine Heigl', 'Nick Stabile', 'Gordon Michael Woolvett', 'Alexis Arquette', 'John Ritter', 'Lawrence Dane', 'Michael Louis Johnson', 'James Gallanders', 'Janet Kidder', 'Vince Corazza', 'Kathy Najimy', 'Park Bench', 'Emily Weedon', 'Ben Bass', 'Roger McKeen', 'Sandi Stahlbrand', 'Ed Gale']"
Flux Gourmet,2022,Peter Strickland,112,"['Asa Butterfield', 'Gwendoline Christie', 'Ariane Labed', 'Fatma Mohamed', 'Makis Papadimitriou', 'Richard Bremmer', 'Leo Bill', 'Sara Dee', 'Ingrid Evans', 'James Hyland', 'Britta Gartner', 'Paolo Bafico', 'Pietro Greppi']"
Seed of Chucky,2004,Don Mancini,87,"['Brad Dourif', 'Jennifer Tilly', 'Billy Boyd', 'Redman', 'Hannah Spearritt', 'John Waters', 'Keith-Lee Castle', 'Steve West', 'Tony Gardner', 'Jason Flemyng', 'Nicholas Rowe', 'Stephanie Chambers', 'Simon James Morgan', 'Betty Denville', 'Rebecca Santos', 'Jordan El-Balawi', 'Kristina Hewitt', 'Daniel Getzoff', 'Nicola Mycroft', 'Guy J. Louthan', 'Diana Munteanu', 'Anouk Diks', 'Barnaby Harrison', 'Eliot Mathews', 'Adi Handac', 'Paul Grossman', 'Nadia Dina Ariqat', 'Martha Stewart', 'Rurik Sallé']"
Werewolf by Night,2022,Michael Giacchino,55,"['Gael García Bernal', 'Laura Donnelly', 'Harriet Sansom Harris', 'Kirk R. Thatcher', 'Eugenie Bondurant', 'Leonardo Nam', 'Daniel J. Watts', 'Al Hamacher', 'Carey Jones', 'David Silverman', 'Rick D. Wasserman', 'Richard Dixon', 'Jeffrey Ford', 'Erik Beck']"
Curse of Chucky,2013,Don Mancini,97,"['Fiona Dourif', 'Brad Dourif', 'Danielle Bisutti', 'Summer H. Howell', 'Brennan Elliott', 'Maitland McConnell', 'A Martinez', 'Chantal Quesnel', 'Adam Hurtig', 'Kally Berard', 'Kyle Nobess', 'Kevin Anderson', 'Ali Tataryn', 'Will Woytowich', 'Candace Smith', 'Jordan Gavaris', 'Alex Vincent', 'Jennifer Tilly', 'Chris Sarandon']"
Speak No Evil,2022,Christian Tafdrup,97,"['Morten Burian', 'Sidsel Siem Koch', 'Fedja van Huêt', 'Karina Smulders', 'Liva Forsberg', 'Marius Damslev', 'Hichem Yacoubi', 'Lea Baastrup Rønne', 'Jesper Dupont', 'Sieger Sloot', 'Ilaria Di Raimo', 'Alessio Barni', 'Sarina Maria Rausa', 'Adrian Blanchard', 'Martina Barreca', 'Andrea Benucci', 'Ilaria Casai']"
Cult of Chucky,2017,Don Mancini,91,"['Fiona Dourif', 'Brad Dourif', 'Alex Vincent', 'Jennifer Tilly', 'Michael Therriault', 'Adam Hurtig', 'Elisabeth Rosen', 'Zak Santiago', 'Ali Tataryn', 'Grace Lynn Kung', 'Marina Stephenson Kerr', 'Allison Dawn Doiron', 'Summer H. Howell', 'Tom Anniko', 'Darren Wall', 'Dan De Jaeger', 'Matthew Stefanson', 'Dennis Scullard', 'Aidan Ritchie', 'Linden Porco', 'Lorrie Papadopoulos', 'Dustin Kuschnereit', 'Paolo Bryant', 'Christine Elise']"
Society,1989,Brian Yuzna,100,"['Billy Warlock', 'Connie Danese', 'Ben Slack', 'Evan Richards', 'Patrice Jennings', 'Tim Bartell', 'Charles Lucia', 'Heidi Kozak', 'Brian Bremer', 'Ben Meyerson', 'Devin DeVasquez', 'Maria Claire', 'Conan Yuzna', 'Jason Williams', 'Pamela Matheson', 'David Wiley', 'David Wells', 'Mike Diamant']"
Massacre of the Christians by the Chinese,1900,Alan Smithee,1,[]
Hellboy,2004,Guillermo del Toro,122,"['Ron Perlman', 'Selma Blair', 'Doug Jones', 'John Hurt', 'Rupert Evans', 'Jeffrey Tambor', 'Ladislav Beran', 'Bridget Hodson', 'Karel Roden', 'Brian Steele', 'Corey Johnson', 'Kevin Trainor', 'Brian Caspe', 'James Babson', 'Stephen Fisher', 'Garth Cooper', 'Angus MacInnes', 'Jim Howick', 'Mark Taylor', 'Daniel Aarsman', 'Bettina Ask', 'Alvaro Navarro', 'Emilio Navarro', 'Rory Copus', 'Tara Hugo', 'Richard Haas', 'Andrea Miltner', 'Jo Eastwood', 'Charles Grisham', 'Jan Holíček', 'Jeremy Zimmermann', 'Monty L. Simons', 'Pavel Cajzl', 'Andrea Stuart', 'William Hoyland', 'Millie Wilkie', 'Bob Sherman', 'Ellen Savaria', 'Petr Sekanina', 'Aleš Košnar', 'Justin Svoboda', 'Winter Ave Zoli', 'Santiago Segura', 'Albert Moy', 'David Hyde Pierce', 'Helene Maksoud', 'Guillermo del Toro', 'Mike Mignola', 'Miroslav Lhotka', 'Michael Lindsay', 'Todd Kramer']"
Halloween Ends,2022,David Gordon Green,111,"['Jamie Lee Curtis', 'Andi Matichak', 'Rohan Campbell', 'Will Patton', 'James Jude Courtney', 'Kyle Richards', 'Omar J. Dorsey', 'Jesse C. Boyd', 'Joanne Baron', 'Rick Moose', 'Michael Barbieri', 'Destiny Mone', 'Joey Harris', 'Marteen', ""Michael O'Leary"", 'Michele Dawson', 'Keraun Harris', 'Jaxon Goldenberg', 'Candice Rose', 'Jack William Marshall', 'Diana Prince', 'Turcotte Nancy', 'Diva Tyler', 'Leila Wilson', 'Blaque Fowler', 'Tony DeMil', 'Holli Saperstein', 'Matt Meece', 'Jimmie Cummings', 'Montarius Dailey', 'Steven Williby', 'Jibrail Nantambu', 'Javanna Rogers', 'Jon Bruce', 'Dave Brown', 'Joey Brinkley', 'Nick Castle', 'Robbie Johnson', 'Stephanie McIntyre', 'Emily Brinks', 'William Brooks Perez', 'Derrick Lemmon', 'Nicky Lawrence', 'Joseph D. Webb', 'Dawn Lasusky', 'Dillon Belisle', 'Russel Bryan Winstead', 'Judy Greer', 'Drew Scheid', 'Dylan Arnold', 'Michael Smallwood', 'Carmela McNeal']"
Psycho,1960,Alfred Hitchcock,109,"['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin', 'Martin Balsam', 'John McIntire', 'Simon Oakland', 'Frank Albertson', 'Patricia Hitchcock', 'Vaughn Taylor', 'Lurene Tuttle', 'John Anderson', 'Mort Mills', 'Fletcher Allen', 'Walter Bacon', 'Kit Carson', 'Francis De Sales', 'George Dockstader', 'George Eldredge', 'Harper Flaherty', 'Sam Flint', 'Virginia Gregg', 'Alfred Hitchcock', 'Paul Jasmin', 'Lee Kass', 'Frank Killmond', 'Ted Knight', 'Pat McCaffrie', 'Hans Moebus', 'Jeanette Nolan', ""Lillian O'Malley"", 'Robert Osborne', 'Fred Scheiwiller', 'Helen Wallace']"
Cat People,1982,Paul Schrader,118,"['Nastassja Kinski', 'Malcolm McDowell', 'John Heard', 'Ruby Dee', 'Ed Begley Jr.', 'Scott Paulin', 'Frankie Faison', ""Annette O'Toole"", 'Lynn Lowry', 'John Larroquette', 'Ron Diamond', 'Tessa Richarde', 'Berry Berenson', 'Fausto Barajas', 'Robert Pavlovich', 'Julie Denney', 'John H. Fields', 'Emery Hollier', 'Arione De Winter', 'Francine Segal', 'Ray Wise', 'Jo Ann Dearing', 'Danelle Hand', 'Neva Gage', 'Marco St. John', 'Harry Hauss', 'James Deeth']"
The Red Balloon,1956,Albert Lamorisse,34,"['Pascal Lamorisse', 'Georges Sellier', 'Vladimir Popov', 'Paul Perey', 'Renée Marion', 'Sabine Lamorisse', 'Michel Pezin', 'Renaud', 'David Séchan']"
Hellraiser,2022,David Bruckner,121,"[""Odessa A'zion"", 'Jamie Clayton', 'Adam Faison', 'Drew Starkey', 'Brandon Flynn', 'Aoife Hinds', 'Jason Liles', 'Yinka Olorunnife', 'Selina Lo', 'Zachary Hing', 'Goran Visnjic', 'Hiam Abbass', 'Predrag Bjelac', 'Gorica Regodić', 'Vukašin Jovanović', 'Kit Clarke', 'Ivona Kustudić', 'Greg De Cuir', 'Miodrag Milovanov', 'Nikola Kent', 'Katarina Gojković']"
Dirtbag,2022,Karsten Runquist,11,"['Mike Brunlieb', 'Noah Whittiker', 'Jess Love', 'Kelly Kirkwood', 'Damian Anaya', 'Jin Park', 'Christian Borkey', 'Emily Weigus']"
Barbarian,2022,Zach Cregger,103,"['Georgina Campbell', 'Bill Skarsgård', 'Justin Long', 'Matthew Patrick Davis', 'Richard Brake', 'Kurt Braunohler', 'Jaymes Butler', 'Sophie Sörensen', 'Rachel Fowler', 'J.R. Esposito', 'Kate Nichols', 'Kate Bosworth', 'Brooke Dillman', 'Sara Paxton', 'Will Greenberg', 'Derek Morse', 'Trevor Van Uden', 'Zach Cregger', 'Devina Vassileva', 'Kalina Stancheva', 'Julian Stanishkov']"
The Blair Witch Project,1999,Eduardo Sánchez,81,"['Rei Hance', 'Michael C. Williams', 'Joshua Leonard', 'Bob Griffin', 'Jim King', 'Sandra Sánchez', 'Ed Swanson', 'Patricia DeCou', 'Mark Mason', 'Jackie Hallex']"
Glorious,2022,Rebekah McKendry,79,"['Ryan Kwanten', 'J.K. Simmons', 'Sylvia Grace Crim', 'Andre Lamar', 'Tordy Clark', 'Sarah Clark', 'Katie Bacque']"
Basket Case,1982,Frank Henenlotter,91,"['Kevin Van Hentenryck', 'Terri Susan Smith', 'Beverly Bonner', 'Robert Vogel', 'Diana Browne', 'Lloyd Pace', 'Bill Freeman', 'Joe Clarke', 'Ruth Neuman', 'Richard Pierce', 'Sean McCabe', 'Dorothy Strongin', 'Kerry Ruff', 'Ilze Balodis', 'Tom Robinson', 'Chris Babson', 'Maria T. Newland', 'Florence Shultz', 'Mary Ellen Shultz', 'Constantine Scopas', 'Charles Stanley', 'Sydney Best', 'Johnny Ray Williams', 'Yousef Abuhamdeh', 'Lubi Kirsch', 'Catherine Russell', 'Mitchell Huval', 'Noel Hall', 'Bruce Frankel', 'Pat Ivers', 'Emily Armstrong', 'Russell Fritz', 'Jerry Butler', 'Frank Henenlotter']"
Shivers,1975,David Cronenberg,88,"['Paul Hampton', 'Joe Silver', 'Lynn Lowry', 'Barbara Steele', 'Allan Kolman', 'Susan Petrie', 'Ronald Mlodzik', 'Barry Baldaro', 'Vlasta Vrana', 'Dorothy Davis', 'Joan Blackman', 'Kirsten Bishop', 'Sonny Forbes', 'Felicia Shulman', 'Cathy Graham', 'David Cronenberg']"
Bodies Bodies Bodies,2022,Halina Reijn,94,"['Amandla Stenberg', 'Maria Bakalova', 'Rachel Sennott', 'Chase Sui Wonders', ""Myha'la Herrold"", 'Pete Davidson', 'Lee Pace', ""Conner O'Malley""]"
Spirit Halloween: The Movie,2022,David Poag,87,"['Christopher Lloyd', 'Rachael Leigh Cook', 'Donovan Colan', 'Dylan Martin Frankel', 'Jaiden Smith', 'Marissa Reyes', 'Marla Gibbs']"
Resident Evil,2002,Paul W. S. Anderson,100,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'James Purefoy', 'Martin Crewes', 'Colin Salmon', 'Pasquale Aleardi', 'Heike Makatsch', 'Ryan McCluskey', 'Indra Ové', 'Oscar Pearce', 'Anna Bolt', 'Joseph May', 'Robert Tannion', 'Jaymes Butler', 'Stephen Billington', 'Fiona Glascott', 'Liz May Brice', 'Torsten Jerabek', 'Marc Logan-Black', 'Michaela Dicker', 'Jason Isaacs']"
Halloween II,1981,Rick Rosenthal,92,"['Jamie Lee Curtis', 'Donald Pleasence', 'Charles Cyphers', 'Jeffrey Kramer', 'Lance Guest', 'Pamela Susan Shoop', 'Ana Alicia', 'Kyle Richards', 'Tawny Moyer', 'Anne-Marie Martin', 'Nancy Stephens', 'Leo Rossi', 'Cliff Emmich', 'Hunter von Leer', 'Ty Mitchell', 'Nancy Kyes', 'Ford Rainey', 'Dick Warlock', 'Gloria Gifford', 'Anne Bruner', 'Dana Carvey', 'Lucille Benson', 'Billy Warlock', 'Jack Verbois', 'Adam Gunn', 'Pamela McMyler', 'Dennis Holahan', 'Howard Culver', 'John Zenda', 'Ken Smolka', 'Roger Hampton', 'Robin Coleman', 'Tony Moran', 'Brian Andrews', 'Helen Kelly', 'Kim Gottlieb', 'Don Ramey Logan', 'Nancy Platt Jacoby', 'Lance Warlock']"
Halloween III: Season of the Witch,1982,Tommy Lee Wallace,98,"['Tom Atkins', 'Stacey Nelkin', ""Dan O'Herlihy"", 'Michael Currie', 'Ralph Strait', 'Jadeen Barbor', 'Brad Schacter', 'Garn Stephens', 'Nancy Kyes', 'Jonathan Terry', 'Al Berry', 'Wendy Wessberg', 'Essex Smith', 'Maidie Norman', 'John MacBride', 'Dick Warlock', 'Joshua John Miller', 'Michelle Walker', 'Paddi Edwards', 'Norman Merrill', 'Loyd Catlett', 'Jamie Lee Curtis', 'Tommy Lee Wallace', 'Martin Cassidy']"
An American Werewolf in London,1981,John Landis,97,"['David Naughton', 'Jenny Agutter', 'Griffin Dunne', 'John Woodvine', 'Don McKillop', 'Brian Glover', 'David Schofield', 'Lila Kaye', 'Rik Mayall', 'Sean Baker', 'Frank Oz', 'Paul Kember', 'Joe Belcher', 'Paddy Ryan', 'Anne-Marie Davies', 'Colin Fernandes', 'Albert Moses', 'Jim Henson', 'Dave Goelz', 'Michele Brisigotti', 'Mark Fisher', 'Gordon Sterne', 'Paula Jacobs', 'Claudine Bowyer', 'Johanna Crayden', 'Nina Carter', 'Geoffrey Burridge', 'Brenda Cavendish', 'Christopher Scoular', 'Mary Tempest', 'Cynthia Powell', 'Sydney Bromley', 'Frank Singuineau', 'Will Leighton', 'Michael Carter', 'Elizabeth Bradley', 'Rufus Deakin', 'Lesley Ward', 'George Hilsdon', 'Gerry Lewis', 'Denis Fraser', 'Alan Ford', 'Peter Ellis', 'Denise Stephens', 'Christine Hargreaves', 'Lucien Morgan', 'Dave Cooper', 'Susan Spencer', 'Bob Babenia', 'Ken Sicklen', 'John Salthouse', 'John Altman', 'Keith Hodiak', 'John Owens', 'Roger Rowland', 'Linzi Drew', 'John Cannon', 'George Oliver', 'John Landis']"
Coraline,2009,Henry Selick,100,"['Dakota Fanning', 'Teri Hatcher', 'Keith David', 'Jennifer Saunders', 'Ian McShane', 'Dawn French', 'John Hodgman', 'Robert Bailey Jr.', 'Aankha Neal', 'Hannah Kaiser', 'George Selick', 'Harry Selick', 'Marina Budovsky', 'Emerson Tenney', 'Jerome Ranft', 'Christopher Murrie', 'Jeremy Ryder', 'Carolyn Crawford', 'Yona Prost', 'John Linnell']"
Elvira Mistress of the Dark,1988,James Signorelli,96,"['Cassandra Peterson', 'William Morgan Sheppard', 'Daniel Greene', 'Edie McClurg', 'Susan Kellermann', 'Jeff Conaway', 'Ellen Dunning', 'Ira Heiden', 'Scott Morris', 'Tress MacNeille', 'Frank Collison', 'Kris Kamm', 'Lee McLaughlin', 'Kurt Fuller', 'Larry Jenkins', 'Damita Jo Freeman', 'Bill Cable', 'Hugh Gillin', 'John Paragon', 'Alex Magno', 'Pat Crawford Brown', 'William Duell', 'Lynne Marie Stewart', 'Jack Fletcher', 'Robert Benedetti', 'Joey Arias', 'Deron McBee', 'Dick Miller', 'Raleigh Bond', 'Phil Rubenstein', 'Edwina Moore', 'Mario Celario', 'Bill Swearingen', 'Charles Woolf', 'Bill Dance', 'William Cort', 'Sharon Hays', 'Bill Morey', 'Kate Brown', 'Eve Smith', 'Tony Burrer', 'Alan Dewames', 'Tim Hill', 'James Hogan', 'Sebastian Russell', 'Read Scot', 'James Zyzack Sterling', 'Peter Blanco Jr.', 'Gabriel Colbert', 'Michael A. Jackson', 'Derek Givens', 'Mark David Fritsche', 'Heather Holty Newton', 'Terry Ray']"
Child's Play,2019,Lars Klevberg,90,"['Aubrey Plaza', 'Gabriel Bateman', 'Brian Tyree Henry', 'Mark Hamill', 'Tim Matheson', 'Beatrice Kitsos', 'Ty Consiglio', 'Marlon Kazadi', 'David Lewis', 'Carlease Burke', 'Nicole Anthony', 'Trent Redekop', 'Amro Majzoub', 'Phoenix Ly', 'Hannah Drew', 'Kristin York', 'Veenu Sandhu', 'Amber Taylor', 'Ben Andrusco-Daon', 'Zahra Anderson', 'Johnson Phan', 'Michael Bardach', 'Ariana Nica', 'Anantjot S Aneja', 'Eddie Flake', 'Romulus Stoicescu', 'Olivia Poon', 'Robert Jenner', 'Clare Gillese', 'Lilith Fury', 'Elina Felgner', 'Nicholas Dohy', 'Mia Bella', 'Emilie Taylor', 'Kenneth Tynan']"
See How They Run,2022,Tom George,98,"['Sam Rockwell', 'Saoirse Ronan', 'Adrien Brody', 'Ruth Wilson', 'Reece Shearsmith', 'Harris Dickinson', 'Charlie Cooper', 'Pippa Bennett-Warner', 'Pearl Chanda', 'Sian Clifford', 'Jacob Fortune-Lloyd', 'David Oyelowo', 'Shirley Henderson', 'Paul Chahidi', 'Lucian Msamati', 'Angus Wright', 'Tim Key', 'Gregory Cox', 'Maggie McCarthy', 'Ania Marson', 'Philip Desmeules', 'Laura Morgan', 'Tolu Ogunmefun', 'Kieran Hodgson']"
The Lobster,2015,Yorgos Lanthimos,118,"['Colin Farrell', 'Rachel Weisz', 'Léa Seydoux', 'Ben Whishaw', 'Ariane Labed', 'John C. Reilly', 'Jessica Barden', 'Olivia Colman', 'Ashley Jensen', 'Angeliki Papoulia', 'Michael Smiley', 'Jacqueline Abrahams', 'Roger Ashton-Griffiths', 'Anthony Dougall', 'Sean Duggan', 'Roland Ferrandi', 'James Finnegan', 'Robert Heaney', 'Rosanna Hoult', 'Jaro', 'Ryac', 'Kathy Kelly', 'Ewen MacIntosh', 'Patrick Malone', 'Sandra Hayden Mason', 'Kevin McCormack', 'Ishmael Moalosi', 'Anthony Moriarty', 'Garry Mountaine', 'Judi King Murphy', 'Laoise Murphy', 'Imelda Nagle Ryan', 'Nancy Onu', ""Matthew O'Brien"", ""Emma O'Shea"", 'Chris Threader', 'Cian Boylan', 'Clive Dev', 'Degnan Geraghty', 'Heidi Ellen Love', 'Dolores Marren', 'Mark McCormack', 'Stephen Ryan']"
The Boondock Saints,1999,Troy Duffy,108,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'David Della Rocco', 'Billy Connolly', 'David Ferry', 'Brian Mahoney', 'Bob Marley', 'Richard Fitzpatrick', 'Robert Pemberton', 'Carlo Rota', 'Ron Jeremy', 'Dot-Marie Jones', 'Markus Parilo', 'Jeffrey R. Smith', 'Jonathan Higgins', 'Tom Barnett', 'Sergio Di Zio', 'Angelo Tucci', 'Joe Pingue', 'Kevin Chapman', 'Nicholas Pasco', 'Scott Griffith', 'Layton Morrison', 'James Binkley', 'Gerard Parkes', 'Peter Windrem', 'Elizabeth Saunders', 'Anthony Chrysostom', 'Lizz Alexander', 'Derek Murchie', 'Robert B. Kennedy', 'Victor Pedtrchenko', 'Lauren Piech', 'Gina Sorell', 'Jeanna Fine', 'Jimmy Tingle', 'Darren Marsman', 'Chris Flockton', 'Roberta Angelica', 'Chris Brinker', 'Don Carmody', 'William Young']"
Weird: The Al Yankovic Story,2022,Eric Appel,108,"['Daniel Radcliffe', 'Evan Rachel Wood', 'Rainn Wilson', 'Toby Huss', 'Jack Lancaster', 'Spencer Treat Clark', ""Tommy O'Brien"", 'Arturo Castro', 'Julianne Nicholson', 'Diedrich Bader', 'Lin-Manuel Miranda', 'Richard Aaron Anderson', 'Thomas Lennon', 'David Bloom', 'Keanush Tafreshi', 'Andrew Steven Hernandez', 'Paloma Esparza Rabinov', 'Scott Aukerman', 'Johnny Pemberton', 'Jonah Ray', 'Jeremy Bolm', 'Eric Appel', ""'Weird Al' Yankovic"", 'Will Forte', 'Patton Oswalt', 'Michael McKean', 'Dot-Marie Jones', 'Dean Sharpe', 'Jorma Taccone', 'Demetri Martin', 'Paul F. Tompkins', 'Akiva Schaffer', ""Conan O'Brien"", 'Emo Philips', 'Nina West', 'Jack Black', 'David Dastmalchian', 'Panuvat Anthony Nanakornpanom', 'Quinta Brunson', 'Julie Chang', 'Josh Groban', 'Seth Green', 'Constantine Rousouli', 'James Brown III', 'Rocky Abou-Sakher', 'Chris Ryan', 'Mike Escamilla', 'Chad Guerrero', 'Cesar Ramirez', 'Omar Estrada', 'Cesar Chavira', 'Jimmy Walker Jr.', 'Trenyce', 'James Preston Rogers', 'William Guirola', 'Jacob Lawrence Kreiss', 'Paul Riley Fox', 'Gordon Tarpley', 'LeChristopher Williams', 'Lisa Margaroli', ""Erin O'Shea""]"
The Banshees of Inisherin,2022,Martin McDonagh,114,"['Colin Farrell', 'Brendan Gleeson', 'Kerry Condon', 'Barry Keoghan', 'Gary Lydon', 'Pat Shortt', 'Jon Kenny', 'Sheila Flitton', 'David Pearse', 'Bríd Ní Neachtain', 'Aaron Monaghan', 'Lasairfhíona Ní Chonaola', 'James Eugene Carty', 'Conor Connolly', 'Ryan Owens', 'John Carty', 'Oliver Farrelly']"
Perfect Blue,1997,Satoshi Kon,81,"['Junko Iwao', 'Rica Matsumoto', 'Shinpachi Tsuji', 'Masaaki Okura', 'Yousuke Akimoto', 'Yoku Shioya', 'Hideyuki Hori', 'Emi Shinohara', 'Masashi Ebara', 'Kiyoyuki Yanada', 'Toru Furusawa', 'Shiho Niiyama', 'Emiko Furukawa', 'Aya Hara', 'Shin-ichiro Miki', 'Megumi Tano', 'Emi Motoi', 'Akio Suyama', 'Osamu Hosoi', 'Koichi Tochika', 'Soichiro Hoshi', 'Kisho Taniyama', 'Shokkâ Ôno', 'Rofuto Purasu Wan Burazâzu', 'Makoto Kitano', 'Kaori Minami', 'Jin Yamanoi', 'Takashi Nagasako']"
The Texas Chain Saw Massacre,1974,Tobe Hooper,83,"['Marilyn Burns', 'Allen Danziger', 'Paul A. Partain', 'William Vail', 'Teri McMinn', 'Edwin Neal', 'Jim Siedow', 'Gunnar Hansen', 'John Dugan', 'Robert Courtin', 'William Creamer', 'John Henry Faulk', 'Jerry Green', 'Ed Guinn', 'Joe Bill Hogan', 'Perry Lorenz', 'John Larroquette']"
I Stand Alone,1998,Gaspar Noé,89,"['Philippe Nahon', 'Blandine Lenoir', 'Frankie Pain', 'Martine Audrain', 'Zaven', 'Jean-François Rauger', 'Guillaume Nicloux', 'Olivier Doran', 'Aïssa Djabri', 'Serge Faurie', 'Frédéric Pfohl', 'Stéphanie Sec', 'Arlette Balkis', 'Gil Bertharion Jr.', 'Rado', 'Nicolas Jouhet', 'Ahmed Bounacir', 'Roland Guéridon', 'Hervé Gueridon', 'Sophie Nicolle', 'Paule Abecassis', 'Marie-Madeleine Denecheau', 'Robert Roy', 'Joël Leculle', 'Denis Falgoux', 'Marc Faure', 'Gérard Ortega', 'Stephane Derderian', 'Alain Pierre', 'Sylvie Raymond']"
Nope,2022,Jordan Peele,130,"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea', 'Steven Yeun', 'Michael Wincott', 'Wrenn Schmidt', 'Barbie Ferreira', 'Terry Notary', 'Devon Graye', 'Donna Mills', 'Oz Perkins', 'Eddie Jemison', 'Keith David', 'Jacob Kim', 'Sophia Coto', 'Jennifer Lafleur', 'Andrew Patrick Ralston', 'Lincoln Lambert', 'Pierce Kang', 'Roman Gross', 'Ryan W. Garcia', 'Conor Kawalski', 'Alex Hyde-White', 'Evan Shafran', 'Mark Casimir Dyniewicz Jr.', 'Hetty Chang', 'Liza Treyger', 'Courtney Stephens', 'Caden J. Lovgren', ""Malcolm Jae O'Shea""]"
Whisper of the Heart,1995,Yoshifumi Kondō,111,"['Yoko Honna', 'Issey Takahashi', 'Takashi Tachibana', 'Shigeru Muroi', 'Minami Takayama', 'Mayumi Iizuka', 'Yorie Yamashita', 'Keiju Kobayashi', 'Naohisa Inoue', 'Shigeru Tsuyuguchi', 'Toshio Suzuki', 'Maiko Kayama', 'Yoshimi Nakajima', 'Mai Chiba', 'Satoru Takahashi', 'Akiko Sakaguchi', 'Hiromi Yasuda', 'Tatsuya Okada', 'Yoshihiro Imai', 'Suguru Egawa', 'Shiro Kishibe', 'Mitsuaki Ogawa']"
Cruising,1980,William Friedkin,102,"['Al Pacino', 'Paul Sorvino', 'Karen Allen', 'Richard Cox', 'Don Scardino', 'Joe Spinell', 'Jay Acovone', 'Gene Davis', 'Randy Jurgensen', 'Barton Heyman', 'Arnaldo Santana', 'Larry Atlas', 'Allan Miller', 'Sonny Grosso', ""Ed O'Neill"", 'Michael Aronin', 'James Remar', 'William Russ', 'Mike Starr', 'Steve Inwood', 'Keith Prentice', 'Leland Starnes', 'Robert Pope', 'Leo Burmester', 'Bruce Levine', 'Charles Dunlap', 'Powers Boothe', 'James Sutorius', 'Richard Jamieson', 'Jimmie Ray Weeks', 'David Winnie Hayes', 'Carmine Stipo', 'James Hayden', 'Todd Winters', 'Kirsten Baker', 'Henry Judd Baker', 'Bob Duggan']"
Mothra vs. Godzilla,1964,Ishirō Honda,89,"['Akira Takarada', 'Yuriko Hoshi', 'Hiroshi Koizumi', 'Yū Fujiki', 'Kenji Sahara', 'Emi Ito', 'Yumi Ito', 'Jun Tazaki', 'Yoshifumi Tajima', 'Kenzô Tabu', 'Yutaka Sada', 'Akira Tani', 'Susumu Fujita', 'Ikio Sawamura', 'Ren Yamamoto', 'Yoshio Kosugi', 'Kôzô Nomura', 'Yasuhisa Tsutsumi', 'Shin Ôtomo', 'Senkichi Ômura', 'Miki Yashiro', 'Wataru Ômae', 'Kôji Uno', 'Yutaka Nakayama', 'Toshihiko Furuta', 'Hideo Shibuya', 'Tadashi Okabe', 'Seishirô Kuno', 'Terumi Oka', 'Shirō Tsuchiya', 'Takuzō Kumagai', 'Yukihiko Gondô', 'Kôichi Satô', 'Ikuo Kawamura', 'Rinsaku Ogata', 'Haruo Suzuki', 'Haruya Sakamoto', 'Haruo Nakajima', 'Katsumi Tezuka', 'Robert Dunham']"
Climax,2018,Gaspar Noé,97,"['Sofia Boutella', 'Romain Guillermic', 'Souheila Yacoub', 'Kiddy Smile', 'Claude Gajan Maude', 'Giselle Palmer', 'Taylor Kastle', 'Thea Carla Schøtt', 'Sharleen Temple', 'Lea Vlamos', 'Alaïa Alsafir', 'Kendall Mugler', 'Lakdhar Dridi', 'Adrien Sissoko', 'Mamadou Bathily', 'Alou Sidibé', 'Ashley Biscette', 'Mounia Nassangar', 'Tiphanie Au', 'Sarah Belala', 'Alexandre Moreau', 'Naab', 'Strauss Serpent', 'Vince Galliot Cumant']"
Dogtooth,2009,Yorgos Lanthimos,98,"['Christos Stergioglou', 'Michele Valley', 'Hristos Passalis', 'Angeliki Papoulia', 'Mary Tsoni', 'Anna Kalaitzidou', 'Steve Krikris', 'Sissi Petropoulou', 'Alexander Voulgaris']"
